B,C,G,J,L,N,P,R,T,V,X,Z,AB
0b585a3c-2ed7-11ef-a183-99ad05e145f0,今日,今天,[sound:きょう_キョ＼ー_1_NHK-2016-local.mp3],今日は何曜日ですか,今天是星期几？,[sound:hypertts-4eb9185aebc2b38ea196cfd54d1e01ffaba4884ddef27e03457e416c.mp3],,,,,,
0b586266-2ed7-11ef-a183-99ad05e145f0,今年,今年,[sound:ことし_コトシ━_0_NHK-2016-local.mp3],今年の夏休み,今年暑假,[sound:hypertts-db41c0f2da441e6338c14b3525a1d54379f5dd9752cd28b07db5dc73.mp3],,,,,,
0b586acc-2ed7-11ef-a183-99ad05e145f0,今晩,今晚，今夜,[sound:今晩_コ＼ンバン_1_NHK-2016-local.mp3],今晩遊びに来ませんか,今晚来玩吧,[sound:hypertts-0af523993bc0b33b0907865be06a010e12b9ef981b4bac5106bc86a9.mp3],,,,,,
0b5872d8-2ed7-11ef-a183-99ad05e145f0,困る,感到困难，为难,[sound:困る_コマ＼ル_2_NHK-2016-local.mp3],生活に困る,生活困难,[sound:hypertts-7ffc4fd109022b88ca4b5684f1e02eb8747f8a7119e18bc6460ec44f.mp3],,,,,,
0b587af8-2ed7-11ef-a183-99ad05e145f0,左,左，左边,[sound:左_ヒダリ━_0_NHK-2016-local.mp3],左へ曲がる,往左拐,[sound:hypertts-6a663798f6a9f944163e58987d7bfd613ab2e55ac8c5252b0727f7e9.mp3],,,,,,
0b5882f0-2ed7-11ef-a183-99ad05e145f0,左手,左手,[sound:左手_ヒダリテ━_0_NHK-2016-local.mp3],左手を挙げる,举起左手,[sound:hypertts-6e8c5412485d69360511a7f5c94720e882ee90575d0df4a468af9e5e.mp3],,,,,,
0b589394-2ed7-11ef-a183-99ad05e145f0,砂糖,砂糖,[sound:砂糖_サト＼ー_2_NHK-2016-local.mp3],砂糖をかける,撒上糖,[sound:hypertts-418eba9507903d4824bed64fa277d14f73757b5b8c13725f4d411ab5.mp3],,,,,,
0b589bc8-2ed7-11ef-a183-99ad05e145f0,座る,坐,[sound:座る_スワル━_0_NHK-2016-local.mp3],公園のベンチに座る,坐在公园的长椅上,[sound:hypertts-4d370c43a18517e7e549ff48395868088f4118b9281bc81e8a1cd3db.mp3],,,,,,
0b58b43c-2ed7-11ef-a183-99ad05e145f0,再来年,后年,[sound:再来年_サライネン━_0_NHK-2016-local.mp3],私は再来年、また北京に来ます,我后年还要再来北京,[sound:hypertts-9d18bf9f5ae198f2d901e731930110c54f33917531d01f4216b0d71d.mp3],,,,,,
0b58cc92-2ed7-11ef-a183-99ad05e145f0,祭り,祭祀，庙会，节日,[sound:祭り_マツリ━_0_NHK-2016-local.mp3],夏のお祭り,夏季的庙会,[sound:hypertts-ab4f01ba53bc8be4e3962468f92ee542a2f190347952d48ad5f5c8c1.mp3],,,,,,
0b58d4ee-2ed7-11ef-a183-99ad05e145f0,細い,细的，窄的；瘦的,[sound:細い_ホソ＼イ_2_NHK-2016-local.mp3],このロープは細いが強い,这条绳子虽细，但很结实,[sound:hypertts-c5b190945980a290cffbd1b8c22b8b29f9d87a2aebaa435ca07aa1be.mp3],彼は目が細い,他眼睛很小,[sound:hypertts-7a04062925b8baadad4799c9d00ee9fe56b7d93e94484baae167d02f.mp3],,,
0b58dd04-2ed7-11ef-a183-99ad05e145f0,財布,钱包,[sound:財布_サイフ━_0_NHK-2016-local.mp3],財布を落とす,丢钱包,[sound:hypertts-2baf30d83fe25ae8c88381abaae27de995cdc12563fc0e37762f49f0.mp3],,,,,,
0b58e524-2ed7-11ef-a183-99ad05e145f0,咲く,开花,[sound:咲く_サク━_0_NHK-2016-local.mp3],バラの花が咲いた,玫瑰花开了,[sound:hypertts-cef9d4968c245e820a692f5dfb130abc43c5b94d0572b98bd82461e8.mp3],,,,,,
0b58ed44-2ed7-11ef-a183-99ad05e145f0,作る,制作；做,[sound:作る_ツク＼ル_2_NHK-2016-local.mp3],木で机を作る,用木材做桌子,[sound:hypertts-7d838f54ee7243f2b7a6267e72d7c1f33cb78e3d705567e603527bfc.mp3],,,,,,
0b58f582-2ed7-11ef-a183-99ad05e145f0,作家,作家,[sound:作家_サッカ━_0_NHK-2016-local.mp3],作家になる,成为作家,[sound:hypertts-26dc5dc305f826dc0aa5fc99e3f2a4b1a4da45d04ad6d75ab415301a.mp3],,,,,,
0b58fd98-2ed7-11ef-a183-99ad05e145f0,作文,作文,[sound:作文_サクブン━_0_NHK-2016-local.mp3],旅の思い出を作文に書く,把旅行感想写成作文,[sound:hypertts-a4f5ae85d523bd5ca1772e7f08d0c5a4c709a0384fe15a5d026a9e19.mp3],,,,,,
0b5905ea-2ed7-11ef-a183-99ad05e145f0,撮る,照相，摄像,[sound:撮る_ト＼ル_1_NHK-2016-local.mp3],写真を撮る,照相,[sound:hypertts-3d9ea8d65b240783d33b46ad907334221cafc396f14677fff33dcb2d.mp3],,,,,,
0b590dd8-2ed7-11ef-a183-99ad05e145f0,雑誌,杂志,[sound:雑誌_ザッシ━_0_NHK-2016-local.mp3],年4回発行の雑誌,每年发行四次的杂志；季刊,[sound:voicepeak-127-年4回発行の雑誌-2.mp3],,,,,,
0b5915ee-2ed7-11ef-a183-99ad05e145f0,皿,盘子，碟子,[sound:皿_サラ━_0_NHK-2016-local.mp3],取り皿,分菜用的小碟,[sound:hypertts-4aadffca069bde4c6e4ea9ef4d673462a7ffa9ad3615b7629c0d1373.mp3],,,,,,
0b591fee-2ed7-11ef-a183-99ad05e145f0,三つ,三个；三岁,[sound:三つ_ミッツ━_0_NHK-2016-local.mp3],一つ・二つ・四つ・五つ・六つ・七つ・八つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-07-一つ・二つ・四つ・五つ・六つ・七つ・八つ-435.mp3],,,,,,
0b5928a4-2ed7-11ef-a183-99ad05e145f0,三日,三号，三日；三天,[sound:三日_ミッカ━_0_NHK-2016-local.mp3],一日・二日・四日・五日・六日・七日・八日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-08-一日・二日・四日・五日・六日・七日・八日-435.mp3],,,,,,
0b593128-2ed7-11ef-a183-99ad05e145f0,傘,雨伞,[sound:傘_カ＼サ_1_NHK-2016-local.mp3],傘をさす,撑伞；打伞,[sound:hypertts-751a7cf29dcb42ef60c569895298edd2ecbab3e4553643f1236cfd3c.mp3],,,,,,
0b593920-2ed7-11ef-a183-99ad05e145f0,山,山,[sound:山_ヤマ＼_2_NHK-2016-local.mp3],山に登る,爬山；登山,[sound:hypertts-98ed839707a92da894d3edc0a64b22f11d5c6a0576c924c5349d0898.mp3],,,,,,
0b594118-2ed7-11ef-a183-99ad05e145f0,散歩,散步,[sound:散歩_サンポ━_0_NHK-2016-local.mp3],毎朝1時間の散歩を日課にしている,每天早晨都去散一个小时的步,[sound:hypertts-e1e00c5b369e5097e52a6d8e6f5075138d3c0357716082a13a118078.mp3],,,,,,
0b59497e-2ed7-11ef-a183-99ad05e145f0,仕事,工作，职业,[sound:仕事_シコ゚ト━_0_NHK-2016-local.mp3],仕事を探す,找工作,[sound:hypertts-62ae783a62215a5211a5b296b78e794fb9bfefb92886a3617bf454d1.mp3],,,,,,
0b5951c6-2ed7-11ef-a183-99ad05e145f0,使い方,用法,[sound:使い方_ツカイカタ━_0_NHK-2016-local.mp3],正しい使い方,正确的用法,[sound:hypertts-2bbcb38ce0e7efbe91edf80d6c8de07d7c93f5837699f80cf7cd2670.mp3],,,,,,
0b5959c8-2ed7-11ef-a183-99ad05e145f0,使う,使用；花费,[sound:使う_ツカウ━_0_NHK-2016-local.mp3],頭を使う,用脑力；动脑筋,[sound:hypertts-d0149d58cd3e9cd22694188479212968043a84fb7555f3dac08985ce.mp3],,,,,,
0b59647c-2ed7-11ef-a183-99ad05e145f0,四つ,四个；四岁,[sound:四つ_ヨッツ━_0_NHK-2016-local.mp3],一つ・二つ・三つ・五つ・六つ・七つ・八つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-29-一つ・二つ・三つ・五つ・六つ・七つ・八つ-435.mp3],,,,,,
0b596c9c-2ed7-11ef-a183-99ad05e145f0,四日,四天；四号,[sound:四日_ヨッカ━_0_NHK-2016-local.mp3],一日・二日・三日・五日・六日・七日・八日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-30-一日・二日・三日・五日・六日・七日・八日-435.mp3],,,,,,
0b5974e4-2ed7-11ef-a183-99ad05e145f0,始まる,开始,[sound:始まる_ハジマル━_0_NHK-2016-local.mp3],授業は9時に始まる,九点钟开始上课,[sound:hypertts-90967c8234f80737a02d8226a7399b42120d5e54da38b8c279c1019a.mp3],,,,,,
0b597d04-2ed7-11ef-a183-99ad05e145f0,子供,孩子，儿童,[sound:こども_コドモ━_0_NHK-2016-local.mp3],子供ができる,有孩子；怀孕,[sound:hypertts-fec7c98859791706e111ab08c09e9ef785d860ccda6fb8c1e978dbef.mp3],,,,,,
0b59958c-2ed7-11ef-a183-99ad05e145f0,止まる,停止,[sound:止まる_トマル━_0_NHK-2016-local.mp3],電車が止まる,电车停下来,[sound:hypertts-42e5606bb2958e181c365f7e43018c3767e36ad878e2b70f331699c4.mp3],,,,,,
0b599dca-2ed7-11ef-a183-99ad05e145f0,死ぬ,死亡,[sound:死ぬ_シヌ━_0_NHK-2016-local.mp3],交通事故で死ぬ,因交通事故死去,[sound:hypertts-875f9634ae2d3e3f3e135e9e5b44b1e8767459b516b22259f7eea6bf.mp3],,,,,,
0b59a644-2ed7-11ef-a183-99ad05e145f0,私[わたし],我,[sound:私_ワタシ━_0_NHK-2016-local.mp3],あそこにあるのは私の本です,那里的书是我的,[sound:hypertts-07492da8cb7d2b294abae3bb9755e4c1fe2a79002ea8cef518f0ee20.mp3],,,,,,
0b59ae78-2ed7-11ef-a183-99ad05e145f0,紙,纸,[sound:紙_カミ＼_2_NHK-2016-local.mp3],紙にメモを取る,在纸上作记录,[sound:voicepeak-139682e2.mp3],,,,,,
0b59beea-2ed7-11ef-a183-99ad05e145f0,歯,牙，牙齿,[sound:歯_ハ＼_1_NHK-2016-local.mp3],歯が抜けた,牙掉了,[sound:hypertts-1c159c69fe9584c38a3fbd83e5b394bd31a5bac36e716c355629e957.mp3],,,,,,
0b59ceda-2ed7-11ef-a183-99ad05e145f0,持つ,拿；带着；拥有，持有,[sound:持つ_モ＼ツ_1_NHK-2016-local.mp3],車を2台持っている,拥有两辆汽车,[sound:hypertts-332a6f4a8f8a1d27ae13594f50887b63bf471fd002da202b7ad2c272.mp3],バッグを手に持つ,手拿挎包,[sound:hypertts-630ad53f96604f1ff8074a80bcd8b62b2d9574ba54baec8d8b38c060.mp3],,,
0b59d6fa-2ed7-11ef-a183-99ad05e145f0,時,时候；时间,[sound:時_トキ＼_2_NHK-2016-local.mp3],時が流れる,时光流逝,[sound:hypertts-623a9e087bc28867c30327640cc98298eac5c95f85e04128a7437f31.mp3],ちょうどいい時に来てくれた,来得正是时候,[sound:hypertts-5012157b6f41a1217d8a9b05f6ceef6abde8a11c65ff9364ddc43fdb.mp3],,,
0b59df4c-2ed7-11ef-a183-99ad05e145f0,時々,有时，偶尔,[sound:時々_トキドキ━_0_NHK-2016-local.mp3],時々胃が痛む,有时候胃疼,[sound:hypertts-6e8d2f37bad8a7c75e3f2a7251e51dae8a7b8b0d20e28138a7205906.mp3],,,,,,
0b5a0238-2ed7-11ef-a183-99ad05e145f0,時間,时间，时刻,[sound:時間_ジカン━_0_NHK-2016-local.mp3],時間をつぶす,消磨时间,[sound:hypertts-2d091a911a3e5f84c24764b647b166ad4ee5961e55faa99fcbcc843c.mp3],,,,,,
0b5a0d64-2ed7-11ef-a183-99ad05e145f0,時計,钟，表,[sound:時計_トケー━_0_NHK-2016-local.mp3],きみの時計は正確ですか,你的表准吗？,[sound:hypertts-2fc9546b3de7d0d58fe0b83c272b44532f410692a9b0922047d7a447.mp3],,,,,,
0b5a1db8-2ed7-11ef-a183-99ad05e145f0,次に,接着，其次,[sound:次に_ツキ゚＼ニ_2_NHK-2016-local.mp3],次に大事なことは…,其次重要的是……,[sound:hypertts-79a9010bc7a50433e2800809ee4d6b86fbeefb94e0184305982766b6.mp3],,,,,,
0b5a2664-2ed7-11ef-a183-99ad05e145f0,耳,耳朵；听力；边角,[sound:耳_ミミ＼_2_NHK-2016-local.mp3],耳の病気,耳疾,[sound:hypertts-8b04874dcf27f23e760a8d92d2072e74adbf68c99ef5992206b2def9.mp3],耳が痛い,听起来不舒服,[sound:hypertts-441683eca7af84e1f846ff89e69e0a380c4fad3abdce7c537ed222a0.mp3],耳が遠い,耳背,[sound:hypertts-443a49ce2cc99f963b27e02bac9530b1b05619e68c9a26fab8daa82f.mp3]
0b5a36cc-2ed7-11ef-a183-99ad05e145f0,自転車,自行车,[sound:自転車_ジテンシャ━_0_NHK-2016-local.mp3],自転車に乗る,骑自行车,[sound:hypertts-2b3f3b740150b8b435f74b1549ee78c602e713ef972253e7c4507fc1.mp3],,,,,,
0b5a3eec-2ed7-11ef-a183-99ad05e145f0,自動車,汽车,[sound:自動車_ジドーシャ━_0_NHK-2016-local.mp3],自動車で通勤する,开车上下班,[sound:hypertts-98521e96a70e538ae971f284e33e13050c420361b76068eba7666b42.mp3],,,,,,
0b5a46f8-2ed7-11ef-a183-99ad05e145f0,自分,自己，本人,[sound:自分_ジブン━_0_NHK-2016-local.mp3],自分のことは自分でしなさい,自己的事自己办吧,[sound:hypertts-c37c185118302c307ec659523e66bd363029e3fb279bc56af31c7c67.mp3],,,,,,
0b5a4ef0-2ed7-11ef-a183-99ad05e145f0,辞書,词典，辞书,[sound:辞書_ジ＼ショ_1_NHK-2016-local.mp3],この単語はこの辞書には出ていない,这个词在这部词典里没有,[sound:hypertts-b5739571dab4f1e26b6bda51f2780800233d4e7cf777143032e13060.mp3],,,,,,
0b5a56e8-2ed7-11ef-a183-99ad05e145f0,七つ,七个；七岁,[sound:七つ_ナナ＼ツ_2_NHK-2016-local.mp3],一つ・二つ・三つ・四つ・五つ・六つ・八つ・九つ・十,其他1〜10个的说法,[sound:voicepeak-04-一つ・二つ・三つ・四つ・五つ・六つ・八つ-435.mp3],,,,,,
0b5a6782-2ed7-11ef-a183-99ad05e145f0,七日,七号；七天,[sound:なのか_ナノカ━_0_NHK-2016-local.mp3],一日・二日・三日・四日・五日・六日・八日・九日・十日,其他1〜10日的叫法,[sound:voicepeak-05-一日・二日・三日・四日・五日・六日・八日-435.mp3],,,,,,
0b5a6f98-2ed7-11ef-a183-99ad05e145f0,質問,问题，提问,[sound:質問_シツモン━_0_NHK-2016-local.mp3],質問に答える,回答问题,[sound:hypertts-3b9c0f1ee23d89756b126e18d9ebd4169885703f81504eeb32713910.mp3],,,,,,
0b5a77c2-2ed7-11ef-a183-99ad05e145f0,写真,照片,[sound:写真_シャシン━_0_NHK-2016-local.mp3],写真を撮る,照相,[sound:hypertts-3d9ea8d65b240783d33b46ad907334221cafc396f14677fff33dcb2d.mp3],,,,,,
0b5a7f9c-2ed7-11ef-a183-99ad05e145f0,社員,公司职员,[sound:社員_シャ＼イン_1_NHK-2016-local.mp3],わが社の社員食堂は安くておいしい,我们公司的职工食堂又便宜又好吃,[sound:hypertts-371f05ae2a66bc852e986e991d570da9bd14384744ddb02aa2fd6f3a.mp3],,,,,,
0b5a8fa0-2ed7-11ef-a183-99ad05e145f0,車,车，汽车,[sound:車_クルマ━_0_NHK-2016-local.mp3],車に乗る,乘汽车,[sound:hypertts-6b0f7a1df6f12995506bafd7b294aedc2f45c4e9a9e88a6f34cbb6c4.mp3],,,,,,
0b5a97c0-2ed7-11ef-a183-99ad05e145f0,借りる,（从别人那里）借，租,[sound:借りる_カリル━_0_NHK-2016-local.mp3],借りた物は返さなければならない,借来的东西必须还,[sound:hypertts-de18b0911ce194db0b3d0715b2540e22d2b9747ce898d2a7561998d4.mp3],,,,,,
0b5a9fb8-2ed7-11ef-a183-99ad05e145f0,若い,年轻的，年幼的,[sound:若い_ワカ＼イ_2_NHK-2016-local.mp3],若い時,年轻的时候,[sound:hypertts-6d471b80ebabe18be45d68a7ddc229e5e7698bfecfdcb2e26cb9e997.mp3],,,,,,
0b5ab048-2ed7-11ef-a183-99ad05e145f0,弱い,微弱的；脆弱的；不擅长的,[sound:弱い_ヨワ＼イ_2_NHK-2016-local.mp3],お酒に弱い,不擅长喝酒,[sound:hypertts-cf00d97854ca8dbc835009893f55e960fec8524adcbf4645b2f493ec.mp3],光が弱い,光线弱,[sound:hypertts-5f24fea2e3d6d675bbea0961ef660838d6388ed6f627b0b1fbcadcc6.mp3],,,
0b5ab85e-2ed7-11ef-a183-99ad05e145f0,主人,一家之主；丈夫,[sound:主人_シュ＼ジン_1_NHK-2016-local.mp3],主人はただいま出かけております,我丈夫现在出门不在,[sound:hypertts-4f3f119792bb8a93bb7be236c6ec0b0634d0be265df7e76d045643ea.mp3],ご主人,（对他人丈夫的尊称）您丈夫,[sound:ご主人_ゴシュジン_TAAS-local.mp3],,,
0b5ac07e-2ed7-11ef-a183-99ad05e145f0,取る,拿，获得；订,[sound:取る_ト＼ル_1_NHK-2016-local.mp3],塩を取ってください,请把盐递给我,[sound:hypertts-38fd18fd1aa5fc883dcd17ec7bfd1b0e2827233f9c4787c2c18da3f2.mp3],週刊誌を取る,订阅周刊杂志,[sound:hypertts-aa29b5370855e404441595e2415a55cc85d7fc82bcbb4c5d82f6613f.mp3],,,
0b5ac88a-2ed7-11ef-a183-99ad05e145f0,守る,遵守；保护；保持,[sound:守る_マモ＼ル_2_NHK-2016-local.mp3],ルールを守る,遵守规则,[sound:hypertts-5f63e290ea8423de58ef0b39fcc37ba508d601b02ddc77fb4f9e09c1.mp3],自然を守る,保护大自然,[sound:hypertts-6120000dc26374bf4700315ce72dab9ce80bb205dc7c664c74934268.mp3],,,
0b5ad2ee-2ed7-11ef-a183-99ad05e145f0,手,手，手臂；……的人,[sound:手_テ＼_1_NHK-2016-local.mp3],右手,右手,[sound:右手_ミキ゚テ━_0_NHK-2016-local.mp3],左手,左手,[sound:左手_ヒダリテ━_0_NHK-2016-local.mp3],話し手,说话的人,[sound:話し手_ハナシテ━_0_NHK-2016-local.mp3]
0b5adb04-2ed7-11ef-a183-99ad05e145f0,手紙,书信,[sound:手紙_テカ゚ミ━_0_NHK-2016-local.mp3],手紙を出す,寄信；发信,[sound:hypertts-d4ca2fb3f54093b8649e23c9afaee5671517ad341104630ccba63fc6.mp3],,,,,,
0b5ae31a-2ed7-11ef-a183-99ad05e145f0,手洗い,洗手间；用手洗,[sound:手洗い_テア＼ライ_2_NHK-2016-local.mp3],お手洗いに行く,去洗手间；上厕所,[sound:hypertts-fef573787c506b46af822f3fddd86afbcdfc96abc42fd9c88b02140a.mp3],このセーターは洗濯機を使わず手洗いしてください,这件毛衣别用洗衣机洗，请用手洗,[sound:hypertts-90cb12a4c7bfea93669f180b0c772671e6606490e58bd7eb0669bcfe.mp3],,,
0b5aeb26-2ed7-11ef-a183-99ad05e145f0,種類,种类,[sound:種類_シュ＼ルイ_1_NHK-2016-local.mp3],たくさんの種類の商品,好多样商品,[sound:hypertts-9aea97b59d1f41b134f92b3c68fe90ef930f85022d93d5a68620dbdc.mp3],,,,,,
0b5af378-2ed7-11ef-a183-99ad05e145f0,酒,酒；酒量,[sound:酒_サケ━_0_NHK-2016-local.mp3],お酒を飲む,喝酒；饮酒,[sound:hypertts-5df28093860d3a87cb004ae996ada13a1757235699152a5330b58ffd.mp3],彼は酒が強い,他能喝酒；他酒量大,[sound:hypertts-ae4ee2d57f31f4b3fb75269e654fb96357431baf2ede04685c1764ae.mp3],私は酒が弱いんです,我酒力不行,[sound:hypertts-15ca19fb7c698807826ad157c0750da110147f0d12ec065aec622471.mp3]
0b5afbb6-2ed7-11ef-a183-99ad05e145f0,首,脖子,[sound:首_クビ━_0_NHK-2016-local.mp3],首になる,被解雇,[sound:hypertts-21e50afe8ec3dda4b3db353bf411be44efbb8d47b13fc55b181fd951.mp3],,,,,,
0b5b0444-2ed7-11ef-a183-99ad05e145f0,すし,寿司,[sound:すし_ス＼シ_1_NHK-2016-local.mp3],寿司を握る,捏寿司,[sound:hypertts-e38377e1239f51e3a091502fff461fc575fd488cd1ccc7bd89c970f8.mp3],,,,,,
0b5b0ca0-2ed7-11ef-a183-99ad05e145f0,授業,课；上课,[sound:授業_ジュ＼キ゚ョー_1_NHK-2016-local.mp3],授業に出席する,去上课,[sound:hypertts-4bdaee380c82bffe3adcd61dc51ccb60686f4cfe3e3f951deaa3a727.mp3],,,,,,
0b5b14ac-2ed7-11ef-a183-99ad05e145f0,秋,秋天,[sound:秋_ア＼キ_1_NHK-2016-local.mp3],春は暖くて秋は涼しい,春暖秋凉,[sound:hypertts-f595e2d56bd69cec0b2e30b1520c4ca7084902618dc666a61bdea35c.mp3],,,,,,
0b5b1cd6-2ed7-11ef-a183-99ad05e145f0,終わる,完，结束；……完,[sound:終わる_オワル━_0_NHK-2016-local.mp3],仕事が終わる,工作结束,[sound:hypertts-adf4b66dbea3777e9e100d2c01d319c71754a96b930e4999ab800320.mp3],本を読み終わる,读完书,[sound:hypertts-31a46723a247c83aa78d0ba72b1f7d3e00349e9e670caedc704b4304.mp3],,,
0b5b250a-2ed7-11ef-a183-99ad05e145f0,習う,学习；练习,[sound:習う_ナラ＼ウ_2_NHK-2016-local.mp3],バイオリンを習う,学习小提琴,[sound:hypertts-5eafa10ed45c182b960e065ea530f41240e00cc9570b6fc7305d161d.mp3],,,,,,
0b5b2d20-2ed7-11ef-a183-99ad05e145f0,週,周，礼拜,[sound:週_シュ＼ー_1_NHK-2016-local.mp3],週3日だけアルバイトをやっている,每周只干三天临时工,[sound:hypertts-922367008cd3c7b3032d8526b160dc2c97e5472867f0c176f6214bbd.mp3],,,,,,
0b5b3536-2ed7-11ef-a183-99ad05e145f0,週末,周末,[sound:週末_シューマツ━_0_NHK-2016-local.mp3],ウィークエンド,周末,[sound:hypertts-a019f1e3b3a17fb4d43bbe307eb7f3f050ba98b487f56c14508f945a.mp3],,,,,,
0b5b3d1a-2ed7-11ef-a183-99ad05e145f0,住む,居住；栖息,[sound:住む_ス＼ム_1_NHK-2016-local.mp3],田舎に住む,住在农村,[sound:hypertts-ea4357553556765c56e3109bcc2ca795a84a8a5a23ff2e3188a9fefc.mp3],,,,,,
0b5b4580-2ed7-11ef-a183-99ad05e145f0,十日,十号；十天,[sound:十日_トーカ━_0_NHK-2016-local.mp3],一日・二日・三日・四日・五日・六日・七日・八日・九日,其他1〜10日的叫法,[sound:voicepeak-27-一日・二日・三日・四日・五日・六日・七日-435.mp3],,,,,,
0b5b4da0-2ed7-11ef-a183-99ad05e145f0,縦,竖,[sound:縦_タ＼テ_1_NHK-2016-local.mp3],横,横,[sound:hypertts-2a28589af83e5f835836dd173ea4ff628cf2553e3ccf20eb5e0700e4.mp3],,,,,,
0b5b5598-2ed7-11ef-a183-99ad05e145f0,重い,重的，沉重的,[sound:重い_オモイ━_0_NHK-2016-local.mp3],責任が重い,责任重大,[sound:hypertts-ded17e4334a68519feb275644b417bb97a949997f5b36ff557c42bbd.mp3],,,,,,
0b5b5dc2-2ed7-11ef-a183-99ad05e145f0,宿題,作业,[sound:宿題_シュクダイ━_0_NHK-2016-local.mp3],宿題を提出する,交作业,[sound:hypertts-fb278299d8dc24e94f936f2e46955fe7139a91db1bf82a971f8a86e9.mp3],,,,,,
0b5b65ba-2ed7-11ef-a183-99ad05e145f0,出かける,出门，出发,[sound:出かける_デカケル━_0_NHK-2016-local.mp3],散歩に出かける,出去散步,[sound:hypertts-36aa6938307a4e5531e7438c9055e730e4b5ed2fe01c87203a37afcf.mp3],,,,,,
0b5b6dda-2ed7-11ef-a183-99ad05e145f0,出す,拿出，取出；上交，提出；邮寄,[sound:出す_ダ＼ス_1_NHK-2016-local.mp3],財布を出す,拿出钱包,[sound:hypertts-14be4cd95c70695f9b05e10eaf7f755198aed997410df696727f27b9.mp3],先生に宿題を出す,向老师交作业,[sound:hypertts-8167f7102e61018aeae5061bc6a06924d976234088f371b3c022be1a.mp3],,,
0b5b77f8-2ed7-11ef-a183-99ad05e145f0,出る,出去；参加；接电话,[sound:出る_デ＼ル_1_NHK-2016-local.mp3],電話に出る,接电话,[sound:hypertts-00673db45be40c6952d7137e77bb087fa8eef785bf673debfe904c7e.mp3],外へ出る,出去,[sound:hypertts-d9b45ba87b19302f18fb20be3719f5a899a17e392ebda6040ed9e704.mp3],,,
0b5b805e-2ed7-11ef-a183-99ad05e145f0,出口,出口,[sound:出口_デ＼ク゚チ_1_NHK-2016-local.mp3],出口がわからない,我找不到出口,[sound:hypertts-378a454a89249c35bd4ba70c9ad9c70aac8ee1276dd9feeb02782742.mp3],,,,,,
0b5b886a-2ed7-11ef-a183-99ad05e145f0,出張,出差,[sound:出張_シュッチョー━_0_NHK-2016-local.mp3],公用で中国へ出張する,因公前往中国,[sound:hypertts-1afb9d8531f76b6c2f36b83f7d3146131694545275638f7e50449476.mp3],,,,,,
0b5b9080-2ed7-11ef-a183-99ad05e145f0,春,春天，春季,[sound:春_ハ＼ル_1_NHK-2016-local.mp3],春になると花が咲く,一到春天，花就开了,[sound:hypertts-e8e45990726afdf38a8485a06fc7bb139dde7f1c129af647f551543e.mp3],,,,,,
0b5b9a9e-2ed7-11ef-a183-99ad05e145f0,春休み,春假,[sound:春休み_ハルヤ＼スミ_3_NHK-2016-local.mp3],春休みには海外旅行を予定している,春假预定到国外旅行,[sound:hypertts-fa73d4a0f40557088d69da914b0d8ddc4209ef9a6753991799322593.mp3],,,,,,
0b5ba2fa-2ed7-11ef-a183-99ad05e145f0,初めて,初次，第一次,[sound:初めて_ハジ＼メテ_2_NHK-2016-local.mp3],初めての孫が生まれた,有了第一个孙子,[sound:hypertts-8180afdff81084cc2336b62a31ab8ff6a59a117668044ee04447a8da.mp3],,,,,,
0b5bab06-2ed7-11ef-a183-99ad05e145f0,所,场所，地方,[sound:所_トコロ＼_3_NHK-2016-local.mp3],座る所がない,没有地方坐,[sound:hypertts-7ea4fe9df1b46f632d2678142940e5ecae601196b0b17d88e0bb4f2a.mp3],,,,,,
0b5bb2fe-2ed7-11ef-a183-99ad05e145f0,暑い,（天气）热的,[sound:暑い_アツ＼イ_2_NHK-2016-local.mp3],風がないので暑くて眠れない,因为没风，热得睡不着,[sound:hypertts-9f99726256ccf6c33b0a4dbc19e168db26d01a5fb248d64b415657d1.mp3],,,,,,
0b5bbb50-2ed7-11ef-a183-99ad05e145f0,書き方,写法,[sound:書き方_カキカ＼タ_3_NHK-2016-local.mp3],手紙の書き方,信的写法,[sound:hypertts-463d63f2bc5d74a2a17a748b5fb8977ff6d797d35c31e214d6e1a78c.mp3],,,,,,
0b5bc352-2ed7-11ef-a183-99ad05e145f0,書く,写，画,[sound:書く_カ＼ク_1_NHK-2016-local.mp3],鉛筆で書く,用铅笔写,[sound:hypertts-b58aaea95cc42a6ab8f62ae5d106d38c3c00af79e3225921b34e951a.mp3],,,,,,
0b5bcb54-2ed7-11ef-a183-99ad05e145f0,書類,文件，资料,[sound:書類_ショルイ━_0_NHK-2016-local.mp3],秘密書類,秘密文件,[sound:hypertts-58c87e27786898f8c8b392636378ca013b6318d1a9412c20074bff72.mp3],,,,,,
0b5bd356-2ed7-11ef-a183-99ad05e145f0,女,女性，女人,[sound:女_オンナ＼_3_NHK-2016-local.mp3],女らしい,有女人味,[sound:hypertts-3f271854985e58d3e7a3ebe26cb5f82946c2b6a490b522203cf21975.mp3],,,,,,
0b5bdb80-2ed7-11ef-a183-99ad05e145f0,女の子,女孩子,[sound:女の子_オンナ＼ノコ_3_NHK-2016-local.mp3],女の子を生んだ,生了一个女孩子,[sound:hypertts-51e88e977d0afa5820a5a60ed07f0844d712a62a15cfdcd0832b33c2.mp3],,,,,,
